store_id, uptime_last_hour, uptime_last_day, uptime_last_week, downtime_last_hour, downtime_last_day, downtime_last_week
1187163845750987431, 0, 24, 82, 0, 8, 12 
1188161430221968360, 0, 6, 27, 0, 5, 8 
11892938598446047, 0, 1, 6, 0, 0, 3 
1189436431457152387, 0, 8, 24, 0, 2, 8 
1189875593133624582, 2, 19, 86, 21, 27, 64 
1192951921915455127, 0, 4, 11, 0, 0, 5 
1193885630958865179, 5, 10, 39, 0, 5, 19 
1194083857983025070, 3, 12, 41, 13, 20, 23 
119434102936925358, 0, 11, 13, 0, 0, 31 
119435691402838226, 2, 19, 78, 21, 27, 39 
1194514756706471547, 0, 9, 20, 0, 2, 13 
119512675364449332, 0, 11, 52, 0, 0, 13 
119519432107012204, 0, 9, 32, 0, 2, 14 
1195863916137260984, 0, 9, 38, 0, 4, 18 
119701008135004703, 0, 13, 54, 0, 1, 10 
1198655103691192273, 0, 0, 4, 0, 0, 5 
1199609188945825864, 0, 8, 28, 0, 2, 12 
1200019575161721975, 0, 0, 2, 0, 0, 1 
1200739515636438055, 0, 6, 25, 0, 8, 31 
1201335973473660846, 0, 6, 19, 0, 7, 33 
1202271886462753753, 0, 10, 30, 0, 0, 12 
1204565709867704670, 3, 20, 74, 20, 26, 45 
1207935341756348448, 5, 25, 115, 12, 15, 53 
1207935427234839942, 1, 9, 37, 13, 19, 19 
1209276477146037485, 0, 1, 6, 0, 0, 2 
1209402228564517444, 0, 10, 38, 0, 3, 16 
1210751661822288915, 0, 28, 77, 0, 15, 25 
1213381968396960584, 4, 38, 121, 19, 8, 56 
1213599407959378897, 1, 7, 21, 11, 17, 22 
1214336484911481863, 0, 2, 8, 0, 1, 4 
1214879170516829229, 2, 19, 72, 21, 27, 47 
1215655327815183943, 4, 37, 168, 19, 9, 94 
1216207425118737115, 2, 19, 71, 21, 27, 46 
1217915522083805984, 0, 9, 30, 0, 2, 14 
1220459219622194660, 0, 6, 21, 0, 5, 34 
1220550210476923687, 0, 0, 1, 0, 0, 5 
1220651511351042727, 4, 38, 120, 19, 8, 51 
1220804311105593039, 2, 19, 72, 21, 27, 45 
1221300488192191098, 0, 4, 20, 0, 2, 12 
1222535850393860412, 2, 20, 66, 13, 16, 24 
1222893676877529147, 1, 3, 19, 7, 13, 13 
1223071685360669337, 0, 1, 3, 0, 0, 1 
1223112385578319993, 0, 3, 8, 0, 0, 3 
1224917601667833196, 2, 19, 72, 21, 27, 47 
122674762669669512, 1, 10, 41, 14, 20, 19 
1227871110536975051, 0, 0, 6, 0, 0, 12 
1228746224876162654, 4, 38, 166, 19, 8, 83 
1230130472277886354, 2, 12, 48, 15, 22, 18 
1230271030719125752, 0, 6, 18, 0, 0, 0 
1230398065636822664, 0, 0, 11, 0, 0, 3 
1230586660348188671, 0, 0, 13, 0, 0, 8 
1230887602768645085, 0, 8, 27, 0, 2, 13 
1231738506549655435, 1, 10, 40, 14, 20, 20 
123211612705343960, 4, 26, 118, 13, 18, 45 
1232274842388644628, 0, 2, 8, 0, 0, 2 
1232318198313484077, 0, 2, 9, 0, 1, 6 
1232409827673303937, 0, 0, 39, 0, 0, 11 
1233056938302620872, 0, 6, 23, 0, 2, 11 
1235050363813493719, 0, 0, 22, 0, 0, 6 
1236888576653956449, 0, 9, 31, 0, 2, 13 
1237832351878275948, 0, 6, 21, 0, 2, 13 
1239500310271378316, 2, 19, 74, 21, 27, 45 
1241132482221307074, 0, 6, 20, 0, 6, 28 
1244537422937396557, 0, 0, 19, 0, 0, 11 
1247660105897446120, 0, 11, 26, 0, 3, 16 
1249893311664358027, 0, 9, 34, 0, 3, 17 
1251288768714057829, 0, 4, 17, 0, 0, 7 
1251293502881342943, 0, 10, 30, 0, 2, 10 
1251454383126297851, 0, 8, 24, 0, 0, 8 
1251821812256109178, 0, 0, 6, 0, 0, 6 
1252011953482314561, 0, 9, 42, 0, 1, 12 
1253356761818562621, 0, 9, 33, 0, 2, 15 
1254766879858753243, 1, 9, 38, 13, 19, 18 
1255268362884297319, 0, 9, 31, 0, 2, 13 
125544985669731489, 0, 10, 34, 0, 0, 12 
12554962621156313, 0, 10, 26, 0, 5, 19 
1256671219198171494, 0, 4, 13, 0, 2, 15 
1256750548669896497, 0, 4, 19, 0, 2, 11 
1256914181983141904, 0, 9, 41, 0, 2, 15 
12572597046904092, 0, 3, 10, 0, 1, 4 
1257920228441546009, 4, 36, 176, 19, 10, 94 
125934946912374861, 0, 6, 21, 0, 2, 13 
1259520449529996861, 0, 4, 11, 0, 2, 5 
1260186185512093034, 0, 9, 39, 0, 5, 17 
1260983426069285442, 0, 4, 17, 0, 3, 5 
1261687550619351810, 0, 0, 15, 0, 0, 5 
1262392092380291562, 0, 7, 26, 0, 4, 17 
1265618319626440838, 0, 0, 36, 0, 0, 12 
1266430851986014357, 3, 19, 72, 20, 27, 45 
1268521067419463587, 1, 2, 17, 6, 12, 11 
1269514693646078032, 0, 8, 30, 0, 2, 14 
1270216867504472848, 0, 11, 33, 0, 0, 11 
1271183516059431631, 0, 10, 32, 0, 0, 10 
1273047410863889296, 0, 7, 18, 0, 3, 10 
1274400110262460160, 0, 2, 10, 0, 0, 3 
1274874365274698348, 0, 2, 10, 0, 2, 4 
1274939009130582642, 0, 10, 40, 0, 4, 17 
1275530718017616233, 0, 9, 20, 0, 2, 13 
1275814811760401388, 0, 0, 5, 0, 0, 5 
1275857004453926379, 2, 8, 32, 11, 18, 18 
1277432720439331851, 2, 8, 32, 11, 18, 20 
1278461692341555618, 0, 8, 27, 0, 1, 11 
1278643893148035299, 0, 0, 1, 0, 0, 0 
1280612379290794137, 0, 0, 14, 0, 0, 8 
1280895621280357418, 0, 9, 31, 0, 1, 13 
1281359359867869480, 0, 3, 12, 0, 3, 6 
1281520463164440962, 1, 7, 29, 11, 17, 19 
128235168101517102, 0, 6, 24, 0, 0, 9 
1282771415198600294, 0, 2, 7, 0, 0, 3 
1283993332179817849, 0, 1, 3, 0, 0, 0 
1284074667250217696, 4, 37, 166, 19, 9, 92 
1284453131547769319, 0, 3, 14, 0, 0, 5 
1284969788271603171, 4, 20, 91, 11, 12, 39 
1285068832352803127, 0, 9, 36, 0, 3, 28 
1287159403789190934, 0, 0, 12, 0, 0, 80 
1287736612225561084, 0, 0, 26, 0, 0, 10 
1288021500272932342, 0, 5, 27, 0, 0, 5 
1288576128502837923, 0, 5, 25, 0, 7, 25 
1290920775563666224, 0, 11, 45, 0, 1, 8 
1291616343717800594, 0, 8, 36, 0, 5, 18 
1291858466619285657, 0, 11, 41, 0, 3, 17 
1292451605174320093, 0, 10, 10, 0, 2, 2 
1292926501655206765, 0, 8, 30, 0, 2, 12 
1294431501377137231, 3, 20, 72, 20, 26, 45 
1294781955896528432, 0, 10, 38, 0, 3, 16 
1295893977082553727, 0, 0, 6, 0, 0, 3 
1296917469326826728, 0, 10, 13, 0, 2, 4 
1296969062983847515, 4, 38, 85, 19, 8, 36 
1298580698756743295, 0, 3, 14, 0, 0, 3 
1298728055823513374, 0, 0, 1, 0, 0, 2 
1298971205638818613, 0, 10, 34, 0, 0, 12 
129946501323005459, 0, 0, 19, 0, 0, 18 
1299516327895514875, 0, 0, 17, 0, 0, 10 
1300195604760986700, 0, 4, 16, 0, 3, 7 
130268670653042910, 0, 0, 11, 0, 0, 3 
1303114842354894644, 0, 0, 4, 0, 0, 5 
1303644732381279630, 0, 14, 51, 0, 1, 18 
1305749492512058509, 0, 0, 17, 0, 0, 6 
1305997859525902579, 2, 19, 72, 21, 27, 45 
1306376180873819584, 0, 9, 37, 0, 5, 18 
1306485543652827390, 0, 0, 26, 0, 0, 10 
1307252327700413232, 0, 11, 38, 0, 1, 14 
1309908774758601076, 0, 0, 19, 0, 0, 21 
1310931151748296162, 0, 10, 46, 0, 2, 16 
1311583659343152560, 1, 9, 37, 13, 19, 19 
1314274815843129963, 4, 38, 167, 19, 8, 87 
1314410509198141298, 0, 7, 23, 0, 2, 13 
1314425497471251754, 2, 10, 41, 13, 20, 19 
1315339373260034579, 0, 10, 41, 0, 5, 19 
1316891599702211529, 4, 38, 176, 19, 8, 90 
1318863315097217975, 0, 5, 25, 0, 7, 25 
1319163676875496665, 0, 2, 15, 0, 4, 7 
1320884518253820745, 0, 7, 23, 0, 2, 13 
1321875631128937573, 2, 19, 73, 21, 27, 44 
1322452402311950477, 0, 4, 21, 0, 5, 24 
1322961426183602210, 2, 18, 66, 21, 28, 49 
1324294327897270556, 0, 8, 36, 0, 2, 16 
1324966921919667055, 0, 9, 31, 0, 0, 18 
1326431604522194520, 1, 10, 40, 14, 20, 20 
132685522945208451, 0, 10, 44, 0, 1, 15 
132827610670114440, 0, 11, 34, 0, 1, 9 
1329620749273573213, 4, 38, 171, 19, 10, 93 
1330654198902806529, 0, 3, 32, 0, 9, 16 
1330667313767380700, 0, 18, 78, 0, 5, 33 
1331024213382891761, 0, 10, 34, 0, 0, 10 
1332279707675622725, 0, 8, 29, 0, 1, 13 
1334516730456680877, 0, 7, 27, 0, 3, 15 
1334615109344502126, 0, 10, 40, 0, 0, 12 
1334630898511525093, 2, 19, 77, 21, 27, 40 
1334932026955461485, 0, 4, 22, 0, 8, 14 
1337082640451733051, 0, 0, 9, 0, 0, 37 
1337863283388780288, 0, 0, 5, 0, 0, 5 
1339182747498908563, 2, 13, 52, 15, 21, 18 
1339484018189429613, 0, 5, 14, 0, 6, 19 
1339572131190142245, 0, 4, 9, 0, 0, 3 
1339588905838967526, 5, 39, 119, 18, 7, 52 
1339634828329062513, 0, 6, 18, 0, 2, 6 
1341778395364583932, 2, 11, 45, 14, 21, 35 
1344338162127431362, 2, 11, 46, 14, 21, 34 
1344403235720685253, 0, 11, 37, 0, 1, 14 
1344757467945265829, 0, 4, 23, 0, 2, 15 
1345284171498448166, 0, 8, 28, 0, 2, 14 
1346556436562793472, 0, 2, 7, 0, 1, 3 
1346662429097910942, 0, 8, 31, 0, 2, 15 
1346666084246437812, 0, 0, 5, 0, 0, 6 
1347261926409847570, 2, 5, 23, 8, 15, 15 
134748699979859945, 0, 8, 25, 0, 0, 9 
134796070600334172, 2, 19, 70, 21, 27, 47 
1348165316793721419, 5, 39, 117, 18, 9, 50 
1349309534403313107, 2, 19, 78, 21, 27, 39 
1349796161546424432, 0, 11, 38, 0, 2, 16 
1351551378179934387, 0, 2, 6, 0, 1, 3 
1351560598274283486, 0, 4, 14, 0, 0, 6 
1351710160562948291, 0, 10, 32, 0, 0, 12 
1352067438971867278, 2, 20, 66, 13, 16, 24 
1353825526541723319, 0, 9, 29, 0, 0, 16 
135451686603330143, 2, 19, 72, 21, 27, 45 
1355447201287842379, 2, 8, 31, 11, 18, 19 
1355892312080130128, 4, 38, 167, 19, 10, 89 
1356664459414525583, 2, 9, 36, 12, 19, 20 
1357357707709615495, 4, 38, 172, 19, 8, 96 
1358738116955407053, 0, 10, 40, 0, 4, 17 
1361326739243009411, 0, 5, 17, 0, 1, 5 
1362363241558506029, 0, 0, 36, 0, 0, 14 
1363166507682123182, 0, 6, 21, 0, 5, 23 
1368310763058997413, 0, 0, 1, 0, 0, 3 
1369089838884633548, 0, 6, 21, 0, 1, 5 
1369225992802026851, 0, 1, 22, 0, 22, 70 
1369413811007308328, 0, 11, 36, 0, 0, 12 
1371482436587725506, 2, 19, 74, 21, 27, 45 
1371849574488074547, 0, 9, 34, 0, 1, 6 
1371997620756405325, 0, 7, 31, 0, 5, 17 
1372086511858317040, 1, 4, 21, 8, 14, 15 
1372827424333082339, 2, 11, 45, 14, 21, 19 
137489854657495758, 1, 7, 28, 11, 17, 15 
1375841031653578977, 4, 10, 47, 0, 6, 30 
1376003501047500209, 0, 0, 4, 0, 0, 5 
137747008306160997, 0, 9, 31, 0, 2, 13 
1377947555969670930, 4, 38, 180, 19, 8, 92 
137875932477977592, 2, 10, 42, 13, 20, 18 
1379459755140619639, 0, 13, 54, 0, 1, 10 
1380408773664964485, 0, 9, 32, 0, 2, 14 
1380805131866505470, 2, 8, 23, 11, 18, 28 
1381580742167828406, 0, 5, 22, 0, 9, 34 
1381832992700230547, 3, 24, 117, 14, 18, 44 
1382383291885840428, 0, 0, 2, 0, 0, 0 
1383578439551710799, 0, 2, 8, 0, 1, 4 
1383941930819471104, 0, 0, 32, 0, 0, 28 
1385629260235488340, 0, 8, 30, 0, 3, 14 
1385981449694583295, 2, 19, 72, 21, 27, 45 
1386039772911087922, 0, 2, 7, 0, 1, 3 
138609105862509057, 0, 0, 22, 0, 0, 6 
1386297169641293210, 2, 13, 51, 15, 21, 20 
1386920948956286556, 0, 5, 26, 0, 0, 4 
1387333872877084632, 0, 11, 42, 0, 1, 9 
1388004554920457937, 0, 11, 35, 0, 1, 10 
1391396401919742563, 1, 10, 27, 14, 20, 33 
1391578054319204544, 5, 39, 171, 18, 9, 91 
1392121899403745938, 0, 11, 33, 0, 1, 11 
1394442644196079980, 4, 39, 119, 19, 7, 52 
1396268453199363487, 0, 3, 15, 0, 0, 5 
1396479586201697405, 0, 0, 8, 0, 0, 3 
1396754434895898448, 0, 8, 29, 0, 2, 13 
1397742373237236624, 1, 9, 38, 13, 19, 18 
1399525709367577531, 0, 11, 42, 0, 1, 9 
139971215420649907, 0, 8, 24, 0, 0, 8 
1400775676226407194, 0, 0, 2, 0, 0, 1 
1401401456340655297, 2, 11, 44, 14, 21, 20 
1402111194016878576, 0, 2, 5, 0, 8, 5 
1402815702703175099, 0, 6, 26, 0, 11, 42 
1403958510367829660, 2, 8, 33, 11, 18, 17 
140426302414450911, 0, 5, 22, 0, 6, 22 
1404363152012971654, 2, 19, 72, 21, 27, 45 
140579288388772065, 0, 2, 17, 0, 5, 6 
1406055937856189625, 0, 8, 32, 0, 3, 14 
1406152021548527918, 0, 5, 27, 0, 6, 17 
1407008972156834653, 0, 28, 101, 0, 15, 36 
1410627038559605288, 0, 0, 5, 0, 0, 7 
1411173791163330171, 0, 10, 45, 0, 4, 12 
141281596244420894, 3, 19, 73, 20, 27, 44 
1413044274870687929, 4, 38, 167, 19, 8, 87 
1413045917079934823, 0, 11, 42, 0, 1, 10 
1416233103411197335, 2, 13, 50, 15, 21, 20 
141753187992730294, 2, 19, 80, 21, 27, 39 
1419314642800020538, 0, 1, 3, 0, 0, 0 
1419325156847830913, 0, 6, 30, 0, 6, 30 
1421802966801470384, 4, 40, 120, 19, 6, 51 
1422261089017263462, 0, 7, 25, 0, 2, 13 
1422431014167366751, 4, 38, 166, 19, 10, 88 
142429685949740815, 2, 9, 37, 12, 19, 19 
1425375976455079246, 0, 5, 17, 0, 2, 6 
1425427506285145013, 4, 38, 166, 19, 8, 83 
1425862378696395585, 0, 0, 3, 0, 0, 6 
1426116609777110332, 0, 1, 40, 0, 5, 22 
1426925701648885844, 0, 9, 29, 0, 2, 9 
1427332776357855986, 0, 10, 21, 0, 3, 20 
1428244307117359584, 0, 10, 33, 0, 2, 15 
1428413118182590770, 0, 11, 31, 0, 0, 8 
1428875504402514357, 2, 12, 47, 15, 22, 21 
1428894501554222856, 5, 39, 171, 18, 7, 97 
1429740945908022456, 0, 1, 10, 0, 4, 5 
1431075826863516219, 0, 8, 35, 0, 1, 14 
1432854633961317840, 2, 19, 77, 21, 27, 40 
1434705480553657753, 4, 38, 119, 19, 8, 52 
1437796131400289062, 0, 0, 6, 0, 0, 6 
1438440129937723749, 0, 8, 35, 0, 1, 8 
1438492893801952247, 0, 10, 37, 0, 0, 13 
1438798249206033706, 0, 7, 33, 0, 2, 14 
1439794276449928571, 0, 11, 23, 0, 2, 2 
1441326180674599358, 0, 9, 28, 0, 0, 10 
1441510323176884753, 4, 10, 40, 1, 5, 20 
1442963160772984486, 0, 3, 12, 0, 0, 9 
1445666023697248750, 4, 38, 166, 19, 8, 90 
144582376162315302, 0, 7, 11, 0, 3, 1 
1446436959753689503, 2, 9, 37, 12, 19, 19 
1447288517508682932, 4, 38, 167, 19, 8, 87 
144733081795525009, 0, 12, 40, 0, 0, 12 
1448515024084262945, 0, 11, 33, 0, 0, 11 
1450203922509823592, 0, 8, 27, 0, 0, 5 
1450463648853122222, 0, 8, 31, 0, 3, 15 
1450967714247593940, 4, 37, 175, 19, 9, 95 
1451852806427843383, 0, 4, 18, 0, 2, 12 
1452761646317413294, 4, 38, 118, 19, 8, 53 
1453276924054038396, 0, 8, 22, 0, 0, 15 
1453363397560887447, 0, 1, 25, 0, 0, 12 
1453938764782419262, 0, 7, 21, 0, 3, 9 
145417959116960440, 0, 0, 3, 0, 0, 3 
1457721081990653172, 0, 10, 35, 0, 2, 15 
1457875571895472465, 2, 5, 25, 8, 15, 15 
145837327256477189, 1, 12, 47, 15, 20, 9 
145932111898266027, 4, 38, 161, 19, 8, 93 
1459993979535925474, 0, 9, 27, 0, 0, 9 
1461162929197242617, 0, 8, 33, 0, 3, 15 
1462438975672474700, 2, 11, 43, 14, 21, 21 
1464050994304681283, 5, 21, 91, 10, 11, 38 
1465244002967858929, 0, 0, 6, 0, 0, 2 
146650035412498370, 0, 10, 34, 0, 0, 12 
1466694428342709082, 4, 38, 83, 19, 8, 36 
1467577946469671868, 0, 22, 88, 0, 9, 33 
1467631019765395793, 4, 38, 166, 19, 8, 92 
1468766257942723822, 0, 2, 3, 0, 0, 1 
147034955688321174, 0, 0, 4, 0, 0, 5 
1471734840230642496, 2, 8, 44, 15, 26, 23 
